"","realm","area_km2","id","velocity_temp_hist_2005","velocity_temp_rcp26_2050","velocity_temp_rcp85_2050","velocity_prec_hist_2005","velocity_prec_rcp26_2050","velocity_prec_rcp85_2050","diameter","cc_Base_max","cc_rcp85_max","cc_rcp26_max","ccRT.base","ccRT.rcp85","ccRT.rcp26","TempRT.rcp85","TempRT.rcp265","PrecRT.rcp85","PrecRT.rcp26"
"22","Australasia",22870.9977765,"22",0.82260804772377,3.18329897456699,5.46613578796387,10.8730483902825,18.7139938990275,9.83368687099881,170.646590345632,10.8730483902825,9.83368687099881,18.7139938990275,15.6944569931411,17.3532666419242,9.11866228376292,31.2188714230967,53.6068373435907,17.3532666419242,9.11866228376292
"23","Australasia",44347.9946797,"23",0.889404809618571,3.39493841722787,5.24730750020728,8.00355700986931,11.0316402711064,7.11515698662723,237.624957771482,8.00355700986931,7.11515698662723,11.0316402711064,29.6899188046594,33.3970084171147,21.5403105913324,45.2851215146235,69.9938934284157,33.3970084171147,21.5403105913324
"24","Australasia",35170.9979261,"24",1.01044673884093,4.19524629080473,7.12991593489006,17.343041135304,11.6876850839871,8.83444958302512,211.615465850937,17.343041135304,8.83444958302512,11.6876850839871,12.2017507886876,23.9534408864072,18.1058493902153,29.6799384148979,50.4417264642511,23.9534408864072,18.1058493902153
"25","Australasia",13847.0002229,"25",0.826468443429029,2.9780299310331,4.95772135699237,13.5504804187351,18.6151245964898,12.4367074260005,132.780074784408,13.5504804187351,12.4367074260005,18.6151245964898,9.79892008853237,10.6764652601551,7.13291356693071,26.7824803419286,44.5865481071056,10.6764652601551,7.13291356693071
"26","Australasia",15947.9986764,"26",1.52229579488436,3.67101516326269,6.53732040723165,9.51900506019592,7.99133450984955,7.49919851620992,142.497798488877,9.51900506019592,7.49919851620992,7.99133450984955,14.9698206469851,19.0017370764169,17.8315396900535,21.7975851896817,38.8170007890213,19.0017370764169,17.8315396900535
"27","Australasia",59788.9568581,"27",0.771605721408767,3.08822011415447,5.51567934666361,10.5209631004504,11.7198718828814,10.5803915624108,275.908796906147,10.5209631004504,10.5803915624108,11.7198718828814,26.2246710944491,26.0773710763575,23.5419635695124,50.0226317675704,89.3423352958402,26.0773710763575,23.5419635695124
"28","Australasia",24913.9981663,"28",0.60432182935377,1.65565659478307,3.04721377044916,2.654897959282,3.84193846583366,3.35085073610147,178.10527135038,2.654897959282,3.35085073610147,3.84193846583366,67.0855430536198,53.1522545697144,46.3581790635819,58.4485647438273,107.573799972522,53.1522545697144,46.3581790635819
"29","Australasia",15256.0023535,"29",5.81839344008216,3.69961830665325,11.2559703958446,1.91639872049463,4.06073711658346,2.03244099740324,139.371968096346,5.81839344008216,11.2559703958446,4.06073711658346,23.9536857607859,12.3820482104145,34.3218396303398,12.3820482104145,37.6719857412601,68.5736846847782,34.3218396303398
"30","Australasia",11218.9556344,"30",0.574424505233765,0.447524698078632,0.881250905990601,9.42664290964603,2.00794998258352,1.69203668348491,119.517437909066,9.42664290964603,1.69203668348491,2.00794998258352,12.6786851962714,70.6352522233196,59.5221190496435,135.622485147653,267.063333984008,70.6352522233196,59.5221190496435
"31","Australasia",16474.0023985,"31",2.97661485343144,1.5577963405642,3.4974548693361,3.03034263643725,3.50466904557984,1.06319434272832,144.828696444566,3.03034263643725,3.4974548693361,3.50466904557984,47.7928451730592,41.4097398981042,41.3245001342498,41.4097398981042,92.9702379401608,136.22034149741,41.3245001342498
"32","Australasia",12286.9927394,"32",1.68084191779296,1.40601695825656,3.711355894804,2.86453298913936,1.39025103114545,2.16397651595374,125.077116378968,2.86453298913936,3.711355894804,1.40601695825656,43.6640516458312,33.7011916733934,88.9584692734158,33.7011916733934,88.9584692734158,57.7996643941592,89.9672890556425
"33","Australasia",13127.999605,"33",3.78441142042478,1.9117503464222,3.9615857253472,4.63193911314011,3.40604227781296,2.18706864366929,129.28684480779,4.63193911314011,3.9615857253472,3.40604227781296,27.9120346036119,32.635124864415,37.9580857377983,32.635124864415,67.6274729332457,59.1142144449948,37.9580857377983
"34","Australasia",10609.2098245,"34",3.76946567086612,4.47885903190164,6.27680375996758,3.77218505915473,1.79493797176024,2.32694226152757,116.224203533284,3.77218505915473,6.27680375996758,4.47885903190164,30.8108435059989,18.5164628332883,25.949511405796,18.5164628332883,25.949511405796,49.9471798053924,64.7510974539728
"35","Nearctic",10368.9976505,"35",0.0693812543526292,0.236282735814651,0.654883791009585,0.245970094017684,0.191877766698599,0.222523564100265,114.900904469384,0.245970094017684,0.654883791009585,0.236282735814651,467.133636421358,175.452356657431,486.285652962462,175.452356657431,486.285652962462,516.353874404114,598.823440809953
"36","Nearctic",10090.9981755,"36",0.0824666777998209,0.458196581602097,1.20416080713272,0.164032887965441,0.504629943370819,0.159539868682623,113.3501562544,0.164032887965441,1.20416080713272,0.504629943370819,691.020914527101,94.1320757020014,224.620353475749,94.1320757020014,247.383242926144,710.481694578118,224.620353475749
"38","Nearctic",11252.1777329,"38",2.81069064388672,1.66719466509918,4.21468861897786,2.07913281582296,1.30211160238832,1.40060470129053,119.69426742295,2.81069064388672,4.21468861897786,1.66719466509918,42.5853580447518,28.3993144556378,71.7938162403066,28.3993144556378,71.7938162403066,85.4589930425501,91.9232016698169
"39","Nearctic",46889.5947444,"39",0.778198810930578,0.524945720104697,2.08907936004378,0.33216694177863,0.348758093920183,0.447931769749393,244.339285145013,0.778198810930578,2.08907936004378,0.524945720104697,313.980542906291,116.960269589707,465.456285835193,116.960269589707,465.456285835193,545.483266975494,700.598177947757
"40","Nearctic",11847.1562418,"40",0.698199239937035,0.560613911699604,2.17841563353667,0.201511545559844,0.285833826238239,0.291131207065002,122.818027258688,0.698199239937035,2.17841563353667,0.560613911699604,175.906847549367,56.3795197610163,219.077737272595,56.3795197610163,219.077737272595,421.864864632205,429.683319413429
"41","Nearctic",11395.4706882,"41",0.852264320379809,1.06848939312132,2.52025683302628,1.18200240990049,0.551806791832573,0.551460385910775,120.453990847488,1.18200240990049,2.52025683302628,1.06848939312132,101.906721880227,47.7943316208962,112.73297762518,47.7943316208962,112.73297762518,218.427277688405,218.290156319851
"42","Nearctic",11061.1395443,"42",1.38087562663215,1.08191920518875,3.37020291600909,0.960979299460139,0.956012097426823,0.652791810887201,118.673839904322,1.38087562663215,3.37020291600909,1.08191920518875,85.9410055587401,35.2126690474925,109.688264461132,35.2126690474925,109.688264461132,181.794314703541,124.134244978428
"43","Nearctic",19959.2429939,"43",2.69225685966426,1.12529812855967,3.89845866992556,4.06488122816743,2.35468055462015,1.66532709064155,159.414232309451,4.06488122816743,3.89845866992556,2.35468055462015,39.217439172588,40.8916050692658,67.7010017331916,40.8916050692658,141.663998422795,95.7254783191204,67.7010017331916
"44","Nearctic",11765.7434935,"44",0.524876646049645,0.360298641997835,0.986418862057769,0.173295668771733,0.187413370236754,0.760254359115725,122.39530174453,0.524876646049645,0.986418862057769,0.360298641997835,233.18869807927,124.080455526977,339.705143116431,124.080455526977,339.705143116431,160.992568180592,653.076680654702
"46","Nearctic",54819.8093803,"46",0.694439104427405,0.408789169918644,1.96053463383451,0.316880735125942,0.351568349601467,0.282601175839947,264.194528970305,0.694439104427405,1.96053463383451,0.408789169918644,380.44304718143,134.756369212199,646.285538882756,134.756369212199,646.285538882756,934.867054905441,751.474156504113
"47","Nearctic",15489.9669863,"47",1.95631819679624,1.13214107567356,3.45399207302502,2.86748012510084,3.36889726775033,4.78043301048733,140.436599622745,2.86748012510084,4.78043301048733,3.36889726775033,48.97561395227,29.3773805248719,41.6862220665238,40.6592130652316,124.045141228706,29.3773805248719,41.6862220665238
"49","Nearctic",31147.0161434,"49",1.92647170946002,3.56722681447864,4.89376501739025,1.27944160476327,0.625685808062553,1.24756591022015,199.142192049504,1.92647170946002,4.89376501739025,3.56722681447864,103.371459373946,40.693043360652,55.8254920155978,40.693043360652,55.8254920155978,159.624586098512,318.278262801183
"50","Nearctic",29345.9777624,"50",3.56097682118416,4.10936878323555,6.18126730620861,1.77091965898871,1.50322227552533,3.38565566986799,193.298886096135,3.56097682118416,6.18126730620861,4.10936878323555,54.2825454370285,31.2717241498326,47.0385833670394,31.2717241498326,47.0385833670394,57.0934864453216,128.589689790608
"51","Nearctic",19104.9743644,"51",1.16131376392312,1.79094653990534,2.35063930573287,0.85289846436569,0.890143943881547,1.23736517296897,155.965409183914,1.16131376392312,2.35063930573287,1.79094653990534,134.300835854245,66.3502089850776,87.0854633059887,66.3502089850776,87.0854633059887,126.046386783043,175.213694656859
"52","Nearctic",13846.1634651,"52",1.62943241085325,2.22477235623768,4.01375095503671,1.54370758576053,0.51166204724993,1.05314199328423,132.776062852581,1.62943241085325,4.01375095503671,2.22477235623768,81.4860818823735,33.080294303254,59.6807410341609,33.080294303254,59.6807410341609,126.076126200721,259.499534050303
"53","Nearctic",13610.9996612,"53",3.25983757586093,2.73747971895579,4.38015613040409,1.6141515390293,0.795981244460956,2.28627289630271,131.64369719822,3.25983757586093,4.38015613040409,2.73747971895579,40.3835142502317,30.0545672982839,48.0893780825656,30.0545672982839,48.0893780825656,57.5800454141368,165.385425993762
"54","Nearctic",60609.3482517,"54",5.10768489760737,4.22294980479825,6.47429632986745,1.35846626066392,1.43818093096056,2.52303778971395,277.795282491783,5.10768489760737,6.47429632986745,4.22294980479825,54.3877095123688,42.9074092902186,65.7822837903835,42.9074092902186,65.7822837903835,110.103496516902,193.157395228598
"55","Nearctic",15387.0145942,"55",1.08642955160723,0.9393666299378,1.62270444195445,2.91963600821611,1.5745740794554,2.69710441624246,139.969123226348,2.91963600821611,2.69710441624246,1.5745740794554,47.9406072648995,51.8960713509747,88.8933236312128,86.2566956788282,149.003720981249,51.8960713509747,88.8933236312128
"56","Nearctic",16944.047753,"56",1.75820437215623,1.19627087669713,2.70725037512325,3.91159477404186,3.29299751349858,5.51685253495262,146.880331041976,3.91159477404186,5.51685253495262,3.29299751349858,37.5499865212788,26.6239364042088,44.6038390371957,54.2544318736273,122.781833030583,26.6239364042088,44.6038390371957
"57","Nearctic",11830.5885881,"57",11.2342016913674,7.81919001810478,13.0473720377142,2.26074264988755,2.49088567314726,3.75541300845869,122.732119788837,11.2342016913674,13.0473720377142,7.81919001810478,10.9248634803439,9.40665441546948,15.6962702664419,9.40665441546948,15.6962702664419,32.6813907052022,49.2724821182836
"58","Nearctic",15224.7472936,"58",4.70686267061931,4.27517425141683,6.61258075876934,1.42712620991032,2.55411807211434,3.57010612545944,139.229128822999,4.70686267061931,6.61258075876934,4.27517425141683,29.5800278372429,21.0551876645678,32.5668898236971,21.0551876645678,32.5668898236971,38.9985966607873,54.5116258888308
"59","Nearctic",44700.2457281,"59",1.3821227663645,3.22687756242575,6.31396176748806,1.28694752879717,1.38253779819718,2.20754258720963,238.566805151924,1.3821227663645,6.31396176748806,3.22687756242575,172.608983049634,37.7840116771621,73.9311611725934,37.7840116771621,73.9311611725934,108.068948039402,172.557166583809
"61","Palearctic",13762.0029787,"61",11.9961589420995,1.75467561449735,7.41920474171638,1.73985727275572,0.804524467597085,1.39633158233858,132.371924543099,11.9961589420995,7.41920474171638,1.75467561449735,11.0345257329453,17.8417942557649,75.4395419013209,17.8417942557649,75.4395419013209,94.7997783745623,164.534367660018
"63","Palearctic",10828.0020021,"63",6.45946283141772,1.02086715772748,4.94091825683912,1.63705354494353,0.775423292691509,1.09485514151553,117.416524984966,6.45946283141772,4.94091825683912,1.02086715772748,18.1774441697958,23.7641100057547,115.016458406149,23.7641100057547,115.016458406149,107.243890568422,151.422488970394
"67","Palearctic",30224.9764782,"67",7.4758283334185,1.36744385472564,5.23534502724344,2.11058239165203,1.12856318992238,1.47008348758831,196.17246313062,7.4758283334185,5.23534502724344,1.36744385472564,26.2408999219108,37.4707802656342,143.459245111003,37.4707802656342,143.459245111003,133.443076387752,173.824970442384
"70","Palearctic",50643.882817,"70",1.45222082734108,1.85686548164597,3.84855460734279,1.04490256571659,0.799225064891356,0.958014362388187,253.932657020593,1.45222082734108,3.84855460734279,1.85686548164597,174.858156720921,65.9813054324618,136.753394109896,65.9813054324618,136.753394109896,265.061430172692,317.723590231885
"72","Palearctic",10925.9861584,"72",1.56555734401525,2.85561980480372,8.38382886176885,4.26340075149093,4.00432038861652,2.34961911828019,117.946588090135,4.26340075149093,8.38382886176885,4.00432038861652,27.6649076559102,14.0683439553476,29.4548329412984,14.0683439553476,41.3033233246685,50.1981734709692,29.4548329412984
"73","Palearctic",13755.8221954,"73",5.95724079065156,3.37246426573971,11.3131324533831,2.21704565537603,1.31562880570428,1.49552317460378,132.342195801373,5.95724079065156,11.3131324533831,3.37246426573971,22.2153511083608,11.6981036283896,39.2419860888712,11.6981036283896,39.2419860888712,88.4922400727327,100.592351906226
"75","Palearctic",21698.3298654,"75",3.17076468666395,2.65749330917994,6.09256211386787,1.70032410853439,2.17043036818504,0.668881466488043,166.214234165836,3.17076468666395,6.09256211386787,2.65749330917994,52.4208670750382,27.2815001405566,62.5454948810865,27.2815001405566,62.5454948810865,248.495798573314,76.5812331979244
"76","Palearctic",54275.4847886,"76",7.4733459667726,3.06255957700989,11.2477476824414,2.34498945054683,1.53641879192807,1.95963233682242,262.879617967079,7.4733459667726,11.2477476824414,3.06255957700989,35.175625367255,23.3717563185966,85.836572761056,23.3717563185966,85.836572761056,134.147417873979,171.098934319325
"78","Palearctic",10423.0099517,"78",10.278955078125,2.15951036214828,10.9268141508102,2.09056957662106,1.75447653979063,2.07139653712511,115.199776239681,10.278955078125,10.9268141508102,2.15951036214828,11.2073430970471,10.5428512510336,53.3453222817973,10.5428512510336,53.3453222817973,55.6145451510538,65.6604825581927
"79","Palearctic",19629.2522583,"79",1.56261923424033,1.97883256368859,4.94875523933144,1.45703616686339,1.23707724587862,0.902110633981782,158.09092386614,1.56261923424033,4.94875523933144,1.97883256368859,101.17047096441,31.9455936332582,79.8910058218643,31.9455936332582,79.8910058218643,175.245605041091,127.793898394645
"80","Palearctic",12629.0289707,"80",2.82635186923047,1.59446529236933,4.97958356390397,0.6428708753859,0.436912851408124,0.354630478813003,126.806068849646,2.82635186923047,4.97958356390397,1.59446529236933,44.8656341165942,25.4651954771557,79.5288987828744,25.4651954771557,79.5288987828744,357.572392745496,290.231950012374
"81","Palearctic",14705.909167,"81",2.28234775805915,0.487862947914335,1.04950537339405,0.321862494159076,0.393802879861108,0.252504558336956,136.836198035124,2.28234775805915,1.04950537339405,0.487862947914335,59.954140446803,130.381607854568,280.480816631214,130.381607854568,280.480816631214,541.915753665416,347.473837884034
"83","Palearctic",24265.9965118,"83",5.95764385212909,2.79853777833037,9.07505751180125,1.73048374384314,1.2204454770455,1.40751814907724,175.773793129776,5.95764385212909,9.07505751180125,2.79853777833037,29.5039108567995,19.3688902688715,62.8091550133169,19.3688902688715,62.8091550133169,124.882079314581,144.024289848077
"84","Palearctic",29549.0032602,"84",1.91452521765441,2.67968546193943,7.60897719441799,2.05388926649303,3.12238919996379,2.96218109758277,193.966387444822,2.05388926649303,7.60897719441799,3.12238919996379,94.4385807984749,25.4917819424032,62.1211434650978,25.4917819424032,72.3840130492176,65.4809348432832,62.1211434650978
"90","Palearctic",32776.9973648,"90",5.21451279593677,4.11838213215029,6.69494307719595,5.80997812408742,4.20294956317762,2.51794445805433,204.286488056708,5.80997812408742,6.69494307719595,4.20294956317762,35.1613179419321,30.5135511536372,48.6055054874982,30.5135511536372,49.603577691817,81.1322455518199,48.6055054874982
"91","Palearctic",20599.994361,"91",7.58733215143806,2.07353465337502,8.69448262139371,2.17405764993868,1.78677256797489,1.91930969686885,161.952855614671,7.58733215143806,8.69448262139371,2.07353465337502,21.3451648592945,18.6270837112457,78.1047258366606,18.6270837112457,78.1047258366606,84.3807832987456,90.6398824995543
"92","Palearctic",12031.999833,"92",7.01435136227381,6.58531781037648,9.89529840151469,3.90221377213796,3.09149293672471,4.0817752679189,123.772444387361,7.01435136227381,9.89529840151469,6.58531781037648,17.6456008538527,12.5082073693114,18.7952120081939,12.5082073693114,18.7952120081939,30.3231893632564,40.0364635859374
"96","Palearctic",25936.9816915,"96",7.70630175323897,2.68822742021212,9.88955410577918,2.29166058442926,1.84946051207922,2.06817717193275,181.725041644485,7.70630175323897,9.88955410577918,2.68822742021212,23.5813555533438,18.375453503843,67.6003229035382,18.375453503843,67.6003229035382,87.8672504999458,98.2584058743617
"97","Palearctic",15800.0024683,"97",4.46288921671399,4.65969471608178,8.53039385100542,2.35248613862668,1.6938801155252,2.03236034360983,141.835073058651,4.46288921671399,8.53039385100542,4.65969471608178,31.7809979525065,16.6270251451442,30.4387050441614,16.6270251451442,30.4387050441614,69.7883490516877,83.733832021916
"99","Palearctic",19449.9919499,"99",1.6567647252764,3.35377012661525,10.0817968300411,2.56454400335039,3.65886711222785,2.87444900912898,157.367400993323,2.56454400335039,10.0817968300411,3.65886711222785,61.3627221009792,15.6090629127151,43.0098705873752,15.6090629127151,46.9225364447216,54.7469795058249,43.0098705873752
"100","Palearctic",14301.0001826,"100",5.74308380873307,3.91394789840864,7.82063995236936,2.97504953716112,2.44709212624508,1.69580357489379,134.939241741426,5.74308380873307,7.82063995236936,3.91394789840864,23.4959555241445,17.2542455046207,34.4765043490464,17.2542455046207,34.4765043490464,79.5724479763985,55.1426896822567
"102","Palearctic",62073.00202,"102",1.83780271880228,1.6905901663983,4.4413603468718,0.989791260619239,1.15365433362544,0.71342133053018,281.129509003039,1.83780271880228,4.4413603468718,1.6905901663983,152.97045005258,63.2980634415416,166.29075135458,63.2980634415416,166.29075135458,394.058177086067,243.686085865572
"103","Palearctic",20734.001487,"103",5.10614277221061,4.68107304701934,7.35621625023919,1.58176148501602,2.1909798516615,2.87830125802272,162.478769732683,5.10614277221061,7.35621625023919,4.68107304701934,31.8202559115558,22.0872747898622,34.7097274707431,22.0872747898622,34.7097274707431,56.4495357391113,74.1580392030848
"106","Palearctic",19402.0024946,"106",5.64882269874215,4.88043527305126,7.70819780603051,1.86689685378224,2.19730125926435,2.91130496561527,157.173142817642,5.64882269874215,7.70819780603051,4.88043527305126,27.8240531168806,20.3903878406802,32.2047387218758,20.3903878406802,32.2047387218758,53.9871791770278,71.5300836218805
"108","Palearctic",33264.9931566,"108",2.06342124429523,2.88684781494304,7.26640156599191,3.23035073331279,3.24820013637217,4.91780992450877,205.801615013896,3.23035073331279,7.26640156599191,3.24820013637217,63.7087523938437,28.3223564160127,63.3586621431986,28.3223564160127,71.2893883593779,41.8482247531054,63.3586621431986
"109","Palearctic",12636.9982514,"109",4.24249266442798,3.6291435446058,5.94629855950673,2.48580407102903,1.88349078666596,1.99871160019012,126.846071679148,4.24249266442798,5.94629855950673,3.6291435446058,29.8989489699567,21.3319379122582,34.9520679245897,21.3319379122582,34.9520679245897,63.4639192903481,67.3462660805913
"111","Palearctic",48211.1089958,"111",2.80307156068307,2.36165127930818,5.75525367701495,1.40046423815546,1.40784496037418,0.711096255433938,247.75853258564,2.80307156068307,5.75525367701495,2.36165127930818,88.3882295624534,43.0491072140097,104.909024781262,43.0491072140097,104.909024781262,348.417715171976,175.984245111614
"113","Palearctic",16408.0015037,"113",2.38469414494254,1.93558961586519,3.60562446767634,3.10086596553976,0.967833730849353,1.26143443855372,144.53828684672,3.10086596553976,3.60562446767634,1.93558961586519,46.612232986846,40.0868942793338,74.6740350650794,40.0868942793338,74.6740350650794,114.582480412092,149.342063868632
"114","Palearctic",11969.0037598,"114",2.28490465311777,3.05412268638611,7.67729428836278,5.72881622257687,4.39354269277482,5.5855410184179,123.448000786004,5.72881622257687,7.67729428836278,4.39354269277482,21.5486055041361,16.0796233867348,28.0975990034225,16.0796233867348,40.4201184635702,22.1013506800762,28.0975990034225
"115","Palearctic",18092.0006768,"115",2.26230516887846,2.91724356393965,8.18565448125204,4.30344239113823,12.5690331610422,12.2904347389463,151.774341392335,4.30344239113823,12.2904347389463,12.5690331610422,35.2681243520009,12.348980700527,12.0752598427984,18.5415035217954,52.026626528012,12.348980700527,12.0752598427984
"116","Palearctic",56097.9990652,"116",4.33306093113397,3.52564376784909,6.55082375772538,3.11530637933362,1.54556912752569,2.24571779370308,267.256788108981,4.33306093113397,6.55082375772538,3.52564376784909,61.6785206477675,40.797432199852,75.8036845770235,40.797432199852,75.8036845770235,119.007289721959,172.918042518637
"117","Palearctic",40747.8059606,"117",1.92136648513269,1.67103202057921,2.55011191100314,0.516797521408053,0.569895244594933,0.613744260068389,227.775586730078,1.92136648513269,2.55011191100314,1.67103202057921,118.548745641489,89.3198395518561,136.30833157292,89.3198395518561,136.30833157292,371.12458975127,399.679746217175
"118","Palearctic",20780.9965532,"118",3.19675291793934,2.0577756382417,4.04392128232597,3.42356781726298,1.10773792215016,1.6772637159928,162.6628002665,3.42356781726298,4.04392128232597,2.0577756382417,47.5126560795116,40.2240273512299,79.0478792943094,40.2240273512299,79.0478792943094,96.9810523625482,146.842314426472
"119","Palearctic",10662.70035,"119",3.51246777824734,5.43503996081974,10.9557714773261,2.9471552864365,2.28858248565508,1.77676088913627,116.516830283361,3.51246777824734,10.9557714773261,5.43503996081974,33.1723556312595,10.6352008641748,21.4380816191436,10.6352008641748,21.4380816191436,65.5782277715502,50.9122266790437
"120","Palearctic",55964.0043395,"120",6.22321621686714,4.9180256299551,8.5883311790656,1.33179197324574,1.83293057788801,2.26922841378338,266.93741477504,6.22321621686714,8.5883311790656,4.9180256299551,42.8938036977639,31.0814067610376,54.2773533243007,31.0814067610376,54.2773533243007,117.63355912241,145.634219863699
"121","Palearctic",60152.9432709,"121",2.63871100896444,1.58475915590922,3.4370925227801,1.67926834714718,0.801297413309415,0.974773066318952,276.747368740374,2.63871100896444,3.4370925227801,1.58475915590922,104.879756744936,80.5178699456501,174.630553613427,80.5178699456501,174.630553613427,283.909535770678,345.374094741412
"122","Palearctic",12825.0039414,"122",3.13198224092141,2.88912035563053,4.98342139292986,0.541464217580282,1.56677013788468,1.35451779915736,127.786158012419,3.13198224092141,4.98342139292986,2.88912035563053,40.8004095115254,25.6422541737516,44.2301262262679,25.6422541737516,44.2301262262679,94.3407005001437,81.5602460900517
